lineage,suppressed_on,days,removed,min_coverage,group
lineage_02930,2021-04-29,1806.3,0,32.0,redundant
lineage_02930,2022-10-31,1256.3,0,32.0,redundant
lineage_02930,2022-11-01,9.0,1,32.0,redundant
lineage_04698,2022-05-22,1418.2,0,,untagged
lineage_02785,2022-05-25,1415.1,0,32.0,redundant
lineage_01652,2022-07-20,1359.5,0,32.0,redundant
lineage_01652,2022-08-31,1317.5,0,32.0,redundant
lineage_01652,2022-11-22,1234.4,0,32.0,redundant
lineage_03332,2022-01-27,1533.3,0,32.0,redundant
lineage_03332,2022-02-25,1504.3,0,32.0,redundant
lineage_03332,2022-03-20,1481.2,0,32.0,redundant
lineage_03332,2022-06-30,539.2,1,32.0,redundant
lineage_03332,2022-07-27,512.3,1,32.0,redundant
lineage_03332,2022-12-03,383.5,1,32.0,redundant
lineage_03332,2023-01-25,330.2,1,32.0,redundant
lineage_03332,2023-03-14,281.9,1,32.0,redundant
lineage_03332,2024-01-29,801.5,0,32.0,redundant
lineage_03332,2024-02-12,787.5,0,32.0,redundant
lineage_03332,2024-04-05,734.7,0,32.0,redundant
lineage_04163,2025-09-22,199.6,0,31.0,redundant
lineage_03201,2025-10-09,182.5,0,31.0,redundant
lineage_01216,2024-02-12,787.4,0,5.0,redundant
lineage_04611,2025-10-23,168.9,0,31.0,redundant
lineage_04360,2022-07-28,1352.0,0,32.0,redundant
lineage_01192,2025-11-10,150.5,0,32.0,redundant
lineage_02261,2022-02-24,1505.7,0,32.0,redundant
lineage_03903,2022-02-22,1507.5,0,32.0,redundant
lineage_03903,2023-03-14,1122.0,0,32.0,redundant
lineage_03903,2024-10-28,528.5,0,32.0,redundant
lineage_04438,2023-07-20,994.5,0,32.0,redundant
lineage_02805,2022-09-09,1308.5,0,32.0,redundant
lineage_02733,2023-04-21,1084.6,0,10.0,redundant
lineage_01364,2023-03-14,211.5,1,32.0,redundant
lineage_01364,2025-02-17,416.5,0,32.0,redundant
lineage_01091,2022-02-09,1520.3,0,,untagged
lineage_03133,2021-04-01,1834.5,0,5.0,redundant
lineage_02915,2023-10-08,914.1,0,5.0,redundant
lineage_02915,2023-10-17,65.2,1,5.0,redundant
lineage_02915,2024-01-10,820.2,0,5.0,redundant
lineage_03900,2024-08-29,588.3,0,31.0,redundant
lineage_00750,2021-11-30,1591.6,0,,untagged
lineage_03602,2024-07-17,631.6,0,27.0,redundant
lineage_02623,2024-08-29,588.5,0,10.0,redundant
lineage_02871,2023-06-11,1033.1,0,,untagged
lineage_03638,2023-03-22,1114.2,0,87.0,redundant
lineage_02529,2021-10-24,1628.7,0,87.0,redundant
lineage_02547,2020-10-10,2007.6,0,11.0,redundant
lineage_02547,2020-10-26,1991.4,0,11.0,redundant
lineage_00503,2021-12-09,1582.4,0,40.0,redundant
lineage_00503,2021-12-16,1575.6,0,40.0,redundant
lineage_00503,2022-02-18,1511.5,0,40.0,redundant
lineage_00503,2022-08-26,1322.4,0,40.0,redundant
lineage_00503,2023-04-03,1102.6,0,40.0,redundant
lineage_02926,2023-09-07,945.6,0,,untagged
lineage_02926,2025-10-09,182.5,0,,untagged
lineage_00298,2023-01-25,1170.4,0,32.0,redundant
lineage_00298,2023-12-21,840.2,0,32.0,redundant
lineage_00337,2022-04-08,1462.4,0,,untagged
lineage_03926,2025-10-09,182.5,0,22.0,redundant
lineage_00382,2022-02-22,1507.6,0,31.0,redundant
lineage_00215,2025-10-09,182.5,0,18.0,redundant
lineage_01998,2022-09-05,1312.1,0,11.0,redundant
lineage_04225,2022-11-13,1243.2,0,,untagged
lineage_01872,2022-12-07,379.4,1,47.0,redundant
lineage_01872,2022-12-28,9.0,1,47.0,redundant
lineage_01872,2022-12-28,8.9,1,47.0,redundant
lineage_01872,2023-01-02,3.7,1,47.0,redundant
lineage_01872,2023-01-03,2.7,1,47.0,redundant
lineage_01872,2023-01-03,2.7,1,47.0,redundant
lineage_01872,2023-01-04,2.3,1,47.0,redundant
lineage_01872,2023-01-04,1.9,1,47.0,redundant
lineage_01872,2023-01-10,345.2,1,47.0,redundant
lineage_01872,2023-01-11,344.0,1,47.0,redundant
lineage_01872,2023-01-18,337.0,1,47.0,redundant
